stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000251642	9606.ENSP00000381601	DHX58	MX1	9606	0.882	0.0	0	0	0.727	0.0	0.0	0.587
9606.ENSP00000251642	9606.ENSP00000380697	DHX58	IRF7	9606	0.916	0.0	0	0	0.623	0.0	0.0	0.787
9606.ENSP00000251642	9606.ENSP00000263642	DHX58	IFIH1	9606	0.917	0.0	0	0	0.427	0.27	0.8	0.965
9606.ENSP00000251642	9606.ENSP00000368699	DHX58	ISG15	9606	0.928	0.0	0	0	0.753	0.0	0.0	0.719
9606.ENSP00000251642	9606.ENSP00000371471	DHX58	RSAD2	9606	0.929	0.0	0	0	0.754	0.0	0.0	0.724
9606.ENSP00000251642	9606.ENSP00000369213	DHX58	DDX58	9606	0.958	0.0	0	0	0.345	0.27	0.9	0.979
9606.ENSP00000252593	9606.ENSP00000369292	BST2	SAMD9	9606	0.405	0.0	0	0	0.104	0.0	0.0	0.363
9606.ENSP00000252593	9606.ENSP00000264346	BST2	HERC6	9606	0.414	0.0	0	0	0.179	0.0	0.0	0.316
9606.ENSP00000252593	9606.ENSP00000254436	BST2	TRIM21	9606	0.476	0.0	0	0	0.187	0.0	0.0	0.382
9606.ENSP00000252593	9606.ENSP00000377344	BST2	DDX60	9606	0.486	0.0	0	0	0.145	0.0	0.0	0.424
9606.ENSP00000252593	9606.ENSP00000263549	BST2	PARP12	9606	0.501	0.0	0	0	0.243	0.0	0.0	0.367
9606.ENSP00000252593	9606.ENSP00000287156	BST2	UBE2L6	9606	0.517	0.0	0	0	0.329	0.0	0.0	0.31
9606.ENSP00000252593	9606.ENSP00000264350	BST2	HERC5	9606	0.525	0.0	0	0	0.19	0.0	0.0	0.438
9606.ENSP00000252593	9606.ENSP00000259030	BST2	RTP4	9606	0.528	0.0	0	0	0.369	0.0	0.0	0.283
9606.ENSP00000252593	9606.ENSP00000359783	BST2	IFI44	9606	0.582	0.0	0	0	0.328	0.0	0.0	0.403
9606.ENSP00000252593	9606.ENSP00000359787	BST2	IFI44L	9606	0.588	0.0	0	0	0.273	0.0	0.0	0.457
9606.ENSP00000252593	9606.ENSP00000263642	BST2	IFIH1	9606	0.626	0.0	0	0	0.279	0.0	0.0	0.503
9606.ENSP00000252593	9606.ENSP00000369213	BST2	DDX58	9606	0.63	0.0	0	0	0.195	0.0	0.0	0.56
9606.ENSP00000252593	9606.ENSP00000369299	BST2	TRIM22	9606	0.63	0.0	0	0	0.108	0.0	0.0	0.602
