stringId_A	stringId_B	preferredName_A	preferredName_B	ncbiTaxonId	score	nscore	fscore	pscore	ascore	escore	dscore	tscore
9606.ENSP00000261888	9606.ENSP00000263549	PARP16	PARP12	9606	0.736	0.0	0	0	0.0	0.0	0.0	0.736
9606.ENSP00000261888	9606.ENSP00000353512	PARP16	PARP9	9606	0.767	0.0	0	0	0.0	0.0	0.0	0.767
9606.ENSP00000261888	9606.ENSP00000381740	PARP16	PARP3	9606	0.822	0.0	0	0	0.061	0.0	0.0	0.818
9606.ENSP00000263549	9606.ENSP00000418194	PARP12	PARP14	9606	0.658	0.0	0	0	0.487	0.0	0.0	0.827
9606.ENSP00000263549	9606.ENSP00000349687	PARP12	GM2A	9606	0.665	0.0	0	0	0.0	0.0	0.0	0.665
9606.ENSP00000263549	9606.ENSP00000380073	PARP12	IRF9	9606	0.672	0.0	0	0	0.58	0.0	0.0	0.25
9606.ENSP00000263549	9606.ENSP00000281631	PARP12	PARP8	9606	0.672	0.0	0	0	0.051	0.0	0.0	0.669
9606.ENSP00000263549	9606.ENSP00000333657	PARP12	MX2	9606	0.674	0.0	0	0	0.607	0.0	0.0	0.203
9606.ENSP00000263549	9606.ENSP00000342513	PARP12	IFI6	9606	0.677	0.0	0	0	0.562	0.0	0.0	0.291
9606.ENSP00000263549	9606.ENSP00000318804	PARP12	CRLF3	9606	0.682	0.0	0	0	0.0	0.0	0.0	0.682
9606.ENSP00000263549	9606.ENSP00000369213	PARP12	DDX58	9606	0.682	0.0	0	0	0.579	0.0	0.0	0.276
9606.ENSP00000263549	9606.ENSP00000264350	PARP12	HERC5	9606	0.693	0.0	0	0	0.553	0.0	0.0	0.34
9606.ENSP00000263549	9606.ENSP00000388001	PARP12	OAS1	9606	0.702	0.0	0	0	0.58	0.0	0.0	0.321
9606.ENSP00000263549	9606.ENSP00000360883	PARP12	IFIT3	9606	0.706	0.0	0	0	0.602	0.0	0.0	0.292
9606.ENSP00000263549	9606.ENSP00000456348	PARP12	PARP6	9606	0.708	0.0	0	0	0.051	0.0	0.0	0.705
9606.ENSP00000263549	9606.ENSP00000377344	PARP12	DDX60	9606	0.708	0.0	0	0	0.591	0.0	0.0	0.316
9606.ENSP00000263549	9606.ENSP00000381740	PARP12	PARP3	9606	0.709	0.0	0	0	0.085	0.0	0.0	0.695
9606.ENSP00000263549	9606.ENSP00000354394	PARP12	STAT1	9606	0.709	0.0	0	0	0.646	0.0	0.0	0.21
9606.ENSP00000263549	9606.ENSP00000395590	PARP12	IFI35	9606	0.758	0.0	0	0	0.689	0.0	0.0	0.253
9606.ENSP00000263549	9606.ENSP00000326247	PARP12	SAMD9L	9606	0.76	0.0	0	0	0.681	0.0	0.0	0.277
9606.ENSP00000263549	9606.ENSP00000354822	PARP12	XAF1	9606	0.769	0.0	0	0	0.69	0.0	0.0	0.283
9606.ENSP00000263549	9606.ENSP00000359783	PARP12	IFI44	9606	0.782	0.0	0	0	0.685	0.0	0.0	0.335
9606.ENSP00000263549	9606.ENSP00000379412	PARP12	ZNFX1	9606	0.791	0.0	0	0	0.619	0.0	0.0	0.474
9606.ENSP00000263549	9606.ENSP00000359787	PARP12	IFI44L	9606	0.8	0.0	0	0	0.729	0.0	0.0	0.293
9606.ENSP00000263549	9606.ENSP00000264346	PARP12	HERC6	9606	0.808	0.0	0	0	0.651	0.0	0.0	0.473
9606.ENSP00000263549	9606.ENSP00000342278	PARP12	OAS2	9606	0.811	0.0	0	0	0.731	0.0	0.0	0.325
9606.ENSP00000263549	9606.ENSP00000263642	PARP12	IFIH1	9606	0.814	0.0	0	0	0.759	0.0	0.0	0.26
9606.ENSP00000263549	9606.ENSP00000368699	PARP12	ISG15	9606	0.821	0.0	0	0	0.757	0.0	0.0	0.294
9606.ENSP00000263549	9606.ENSP00000371471	PARP12	RSAD2	9606	0.834	0.0	0	0	0.632	0.0	0.0	0.568
9606.ENSP00000263549	9606.ENSP00000381601	PARP12	MX1	9606	0.841	0.0	0	0	0.785	0.0	0.0	0.291
9606.ENSP00000263549	9606.ENSP00000353512	PARP12	PARP9	9606	0.899	0.0	0	0	0.846	0.0	0.0	0.77
9606.ENSP00000263642	9606.ENSP00000379412	IFIH1	ZNFX1	9606	0.412	0.0	0	0	0.216	0.078	0.0	0.252
9606.ENSP00000263642	9606.ENSP00000342513	IFIH1	IFI6	9606	0.776	0.0	0	0	0.545	0.0	0.0	0.527
9606.ENSP00000263642	9606.ENSP00000354822	IFIH1	XAF1	9606	0.779	0.0	0	0	0.647	0.0	0.0	0.399
9606.ENSP00000263642	9606.ENSP00000380073	IFIH1	IRF9	9606	0.794	0.0	0	0	0.38	0.0	0.0	0.681
9606.ENSP00000263642	9606.ENSP00000395590	IFIH1	IFI35	9606	0.8	0.0	0	0	0.584	0.0	0.0	0.54
9606.ENSP00000263642	9606.ENSP00000264346	IFIH1	HERC6	9606	0.817	0.0	0	0	0.714	0.0	0.0	0.388
9606.ENSP00000263642	9606.ENSP00000326247	IFIH1	SAMD9L	9606	0.835	0.0	0	0	0.776	0.0	0.0	0.291
9606.ENSP00000263642	9606.ENSP00000333657	IFIH1	MX2	9606	0.856	0.0	0	0	0.629	0.0	0.0	0.627
9606.ENSP00000263642	9606.ENSP00000264350	IFIH1	HERC5	9606	0.859	0.0	0	0	0.74	0.0	0.0	0.478
9606.ENSP00000263642	9606.ENSP00000388001	IFIH1	OAS1	9606	0.881	0.0	0	0	0.645	0.0	0.0	0.681
9606.ENSP00000263642	9606.ENSP00000418194	IFIH1	PARP14	9606	0.904	0.0	0	0	0.871	0.0	0.0	0.288
9606.ENSP00000263642	9606.ENSP00000359787	IFIH1	IFI44L	9606	0.905	0.0	0	0	0.789	0.0	0.0	0.571
9606.ENSP00000263642	9606.ENSP00000342278	IFIH1	OAS2	9606	0.922	0.0	0	0	0.771	0.0	0.0	0.676
9606.ENSP00000263642	9606.ENSP00000353512	IFIH1	PARP9	9606	0.923	0.0	0	0	0.89	0.0	0.0	0.329
9606.ENSP00000263642	9606.ENSP00000359783	IFIH1	IFI44	9606	0.924	0.0	0	0	0.809	0.0	0.0	0.62
9606.ENSP00000263642	9606.ENSP00000354394	IFIH1	STAT1	9606	0.927	0.0	0	0	0.712	0.0	0.0	0.758
9606.ENSP00000263642	9606.ENSP00000360883	IFIH1	IFIT3	9606	0.929	0.0	0	0	0.806	0.0	0.0	0.649
9606.ENSP00000263642	9606.ENSP00000369213	IFIH1	DDX58	9606	0.93	0.0	0	0	0.784	0.0	0.6	0.931
9606.ENSP00000263642	9606.ENSP00000377344	IFIH1	DDX60	9606	0.935	0.0	0	0	0.797	0.182	0.0	0.641
9606.ENSP00000263642	9606.ENSP00000368699	IFIH1	ISG15	9606	0.943	0.0	0	0	0.753	0.0	0.0	0.78
9606.ENSP00000263642	9606.ENSP00000381601	IFIH1	MX1	9606	0.95	0.0	0	0	0.804	0.0	0.0	0.755
9606.ENSP00000263642	9606.ENSP00000371471	IFIH1	RSAD2	9606	0.953	0.0	0	0	0.817	0.0	0.0	0.755
9606.ENSP00000264346	9606.ENSP00000418194	HERC6	PARP14	9606	0.455	0.0	0	0	0.262	0.056	0.0	0.281
9606.ENSP00000264346	9606.ENSP00000380073	HERC6	IRF9	9606	0.593	0.0	0	0	0.358	0.0	0.0	0.392
9606.ENSP00000264346	9606.ENSP00000326247	HERC6	SAMD9L	9606	0.642	0.0	0	0	0.582	0.0	0.0	0.177
9606.ENSP00000264346	9606.ENSP00000353512	HERC6	PARP9	9606	0.645	0.0	0	0	0.422	0.056	0.0	0.402
9606.ENSP00000264346	9606.ENSP00000354394	HERC6	STAT1	9606	0.718	0.0	0	0	0.567	0.0	0.0	0.375
9606.ENSP00000264346	9606.ENSP00000333657	HERC6	MX2	9606	0.75	0.0	0	0	0.606	0.142	0.0	0.319
9606.ENSP00000264346	9606.ENSP00000395590	HERC6	IFI35	9606	0.765	0.0	0	0	0.66	0.0	0.0	0.336
9606.ENSP00000264346	9606.ENSP00000264350	HERC6	HERC5	9606	0.788	0.0	0	0	0.775	0.0	0.0	0.901
9606.ENSP00000264346	9606.ENSP00000388001	HERC6	OAS1	9606	0.839	0.0	0	0	0.747	0.0	0.0	0.393
9606.ENSP00000264346	9606.ENSP00000342513	HERC6	IFI6	9606	0.853	0.0	0	0	0.756	0.0	0.0	0.423
9606.ENSP00000264346	9606.ENSP00000369213	HERC6	DDX58	9606	0.865	0.0	0	0	0.779	0.0	0.0	0.415
9606.ENSP00000264346	9606.ENSP00000354822	HERC6	XAF1	9606	0.873	0.0	0	0	0.768	0.0	0.0	0.473
9606.ENSP00000264346	9606.ENSP00000342278	HERC6	OAS2	9606	0.885	0.0	0	0	0.769	0.0	0.0	0.526
9606.ENSP00000264346	9606.ENSP00000360883	HERC6	IFIT3	9606	0.89	0.0	0	0	0.794	0.12	0.0	0.443
9606.ENSP00000264346	9606.ENSP00000359787	HERC6	IFI44L	9606	0.899	0.0	0	0	0.806	0.0	0.0	0.504
9606.ENSP00000264346	9606.ENSP00000359783	HERC6	IFI44	9606	0.9	0.0	0	0	0.802	0.0	0.0	0.517
9606.ENSP00000264346	9606.ENSP00000377344	HERC6	DDX60	9606	0.912	0.0	0	0	0.81	0.058	0.0	0.546
9606.ENSP00000264346	9606.ENSP00000381601	HERC6	MX1	9606	0.916	0.0	0	0	0.818	0.142	0.0	0.504
